,self,other,edge,edge_correction,geometry
3737,16221,16220,18325,,"LINESTRING (133209.0696999999 5915807.8776, 133201.5593999997 5915864.1907)"
3738,16222,15783,18326,,"LINESTRING (133395.5573000005 5915976.3039, 133412.5722000003 5915858.8455)"
3739,14041,12990,18386,,"LINESTRING (132989.9029000001 5915890.9073, 132986.7852999996 5915921.8863)"
3740,14842,13738,17574,,"LINESTRING (132894.4171000002 5915846.4606, 132870.074 5915851.5765, 132859.9035999998 5915851.2642)"
3741,15848,15847,15477,,"LINESTRING (133845.1189000001 5915923.6338, 133845.0559999999 5915897.428)"
3742,15775,15807,15479,,"LINESTRING (134109.2363 5915843.5108, 134133.7041999996 5915681.8237)"
3743,15008,15529,16127,,"LINESTRING (133678.6777999997 5915922.2105, 133664.9543000003 5916016.1621)"
3744,15509,14500,15923,,"LINESTRING (134265.2883000001 5915730.6027, 134263.8025000002 5915688.2668)"
3745,15838,14316,17502,,"LINESTRING (133285.7225000001 5915971.289, 133296.1583000002 5915875.9094)"
3746,14316,15784,17503,,"LINESTRING (133296.1583000002 5915875.9094, 133302.7823000001 5915861.4435)"
3747,15830,15829,17504,,"LINESTRING (133310.852 5915801.6745, 133291.0822000001 5915818.1447)"
3748,15829,15784,17505,,"LINESTRING (133291.0822000001 5915818.1447, 133302.7823000001 5915861.4435)"
3749,15847,15778,17506,,"LINESTRING (133845.0559999999 5915897.428, 133856.3485000003 5915849.1656)"
3750,15850,15777,17509,,"LINESTRING (133918.2527999999 5915785.8366, 133910.1700999998 5915847.811)"
3751,15849,15850,17510,,"LINESTRING (133925.9473000001 5915745.2101, 133918.2527999999 5915785.8366)"
3752,13526,15511,17650,,"LINESTRING (134058.1738999998 5916091.964, 134054.4254000001 5916064.8517)"
3753,15366,15370,17656,,"LINESTRING (133156.4265000001 5916293.6529, 133152.1540999999 5916166.5564)"
3754,16091,16092,15699,,"LINESTRING (132864.8558 5915697.2255, 132847.2785999998 5915809.78)"
3755,16092,15707,15700,,"LINESTRING (132847.2785999998 5915809.78, 132840.9988000002 5915849.9921)"
3756,15185,15186,15706,,"LINESTRING (132933.7966999998 5916145.4536, 132862.9260999998 5916149.369)"
3757,15840,15782,15329,,"LINESTRING (133453.5313999997 5915984.0751, 133468.2372000003 5915858.141)"
3758,15841,15781,15330,,"LINESTRING (133505.8305000002 5915982.9094, 133521.7242000001 5915856.7147)"
3759,15842,15843,15331,,"LINESTRING (133592.4204000002 5915761.5509, 133584.9096999997 5915812.5695)"
3760,15843,13620,15332,,"LINESTRING (133584.9096999997 5915812.5695, 133568.9937000005 5915811.0369)"
3761,14056,16096,15616,,"LINESTRING (132806.5811999999 5916081.2881, 132814.2357000001 5916024.5291)"
3762,13738,15707,17735,,"LINESTRING (132859.9035999998 5915851.2642, 132840.9988000002 5915849.9921)"
3763,131444,12989,15625,,"LINESTRING (132977.5122999996 5915996.0999, 132974.0422 5915998.6904)"
3764,15825,15788,15632,,"LINESTRING (133181.1146999998 5915780.0161, 133168.6705999998 5915864.9276)"
3765,15826,15825,15633,,"LINESTRING (133208.0025000004 5915779.2845, 133181.1146999998 5915780.0161)"
3766,14846,15781,15691,,"LINESTRING (133546.4949000003 5915855.9872, 133521.7242000001 5915856.7147)"
3767,15179,15180,15692,,"LINESTRING (132911.7368999999 5915963.1081, 132944.6189999999 5915965.5402)"
3768,15178,15179,15693,,"LINESTRING (132871.4787999997 5915960.2552, 132911.7368999999 5915963.1081)"
3769,14844,14842,15695,,"LINESTRING (132885.8295999998 5915900.5264, 132894.4171000002 5915846.4606)"
3770,15707,16089,15696,,"LINESTRING (132840.9988000002 5915849.9921, 132832.7259999998 5915902.9668)"
3771,15817,13614,16751,,"LINESTRING (133655.3002000004 5915708.5216, 133663.6842 5915653.2872)"
3772,15828,15830,15326,,"LINESTRING (133318.7752 5915757.8562, 133310.852 5915801.6745)"
3773,15818,15797,15291,,"LINESTRING (133382.8487999998 5915694.4831, 133395.4862000002 5915610.8552)"
3774,15837,15786,15324,,"LINESTRING (133230.2558000004 5915993.9632, 133248.7983999997 5915863.1322)"
3775,15836,15837,15325,,"LINESTRING (133249.7609999999 5915996.1692, 133230.2558000004 5915993.9632)"
3776,13618,15783,15327,,"LINESTRING (133417.6608999996 5915823.6689, 133412.5722000003 5915858.8455)"
3777,15831,13618,15328,,"LINESTRING (133426.1481999997 5915762.299, 133417.6608999996 5915823.6689)"
3778,15914,16185,18333,,"LINESTRING (134478.1371999998 5915828.8433, 134404.6628 5915805.3911)"
3779,16185,16184,18334,,"LINESTRING (134404.6628 5915805.3911, 134304.5455 5915788.7545)"
3780,16184,16183,18335,,"LINESTRING (134304.5455 5915788.7545, 134277.7638999997 5915797.7767)"
3781,15913,15914,18336,,"LINESTRING (134485.6397000002 5915862.175, 134478.1371999998 5915828.8433)"
3782,15915,15914,18337,,"LINESTRING (134518.7450000001 5915846.5357, 134478.1371999998 5915828.8433)"
3783,15916,15915,18338,,"LINESTRING (134547.6635999996 5915838.7555, 134518.7450000001 5915846.5357)"
3784,15917,15916,18339,,"LINESTRING (134576.4362000003 5915850.9036, 134547.6635999996 5915838.7555)"
3785,16183,16182,18340,,"LINESTRING (134277.7638999997 5915797.7767, 134266.0077999998 5915767.5002)"
3786,16182,15509,18341,,"LINESTRING (134266.0077999998 5915767.5002, 134265.2883000001 5915730.6027)"
3787,12749,16185,18342,,"LINESTRING (134406.4884000001 5915859.1343, 134404.6628 5915805.3911)"
3788,15851,13879,15483,,"LINESTRING (133760.3191999998 5915745.1924, 133744.9709999999 5915852.0476)"
3789,15811,13515,15737,,"LINESTRING (133876.9256999996 5915698.1211, 133891.8657999998 5915599.5512)"
3790,15814,15816,15738,,"LINESTRING (133818.3108999999 5915703.6437, 133826.3437000001 5915652.8538)"
3791,15833,15832,17433,,"LINESTRING (133344.2583999997 5915904.2256, 133352.3499999996 5915898.9822)"
3792,15832,15785,17434,,"LINESTRING (133352.3499999996 5915898.9822, 133357.8213999998 5915860.3618)"
3793,13739,14842,17383,,"LINESTRING (132939.5252999999 5915844.9445, 132894.4171000002 5915846.4606)"
3794,14843,13739,17384,,"LINESTRING (132931.7736999998 5915901.1439, 132939.5252999999 5915844.9445)"
3795,16208,13875,17395,,"LINESTRING (133490.4699999997 5915713.8185, 133505.5252999999 5915609.0789)"
3796,16209,15799,17396,,"LINESTRING (133600.5 5915708.4009, 133606.8616000004 5915650.8717, 133607.1572000002 5915606.4372)"
3797,15528,131397,13452,,"LINESTRING (133633.1651999997 5916059.9262, 133616.9340000004 5916026.2482)"
3798,15522,15523,16628,,"LINESTRING (133741.7046999997 5916128.7295, 133733.0148 5916114.0757, 133730.6421999997 5916075.5234)"
3799,14323,15388,16561,,"LINESTRING (133530.2476000004 5916136.0577, 133532.9989999998 5916117.9436)"
3800,15896,15900,16335,,"LINESTRING (132693.9236000003 5915731.3112, 132708.4343999997 5915635.6957)"
3801,15899,15897,16336,,"LINESTRING (132754.7710999995 5915642.7876, 132735.9715999998 5915765.6193)"
3802,14053,15370,16653,,"LINESTRING (133123.5952000003 5916167.5482, 133152.1540999999 5916166.5564)"
3803,15889,13483,15865,,"LINESTRING (132694.5153000001 5915783.9032, 132680.2652000003 5915878.9928)"
3804,16037,13483,15868,,"LINESTRING (132661.4302000003 5915990.0008, 132680.2652000003 5915878.9928)"
3805,15887,15888,15871,,"LINESTRING (132712.2134999996 5915998.1703, 132730.4123 5915886.78)"
3806,15898,15888,15872,,"LINESTRING (132746.699 5915767.3775, 132730.4123 5915886.78)"
3807,15897,15898,15873,,"LINESTRING (132735.9715999998 5915765.6193, 132746.699 5915767.3775)"
3808,16089,16088,15875,,"LINESTRING (132832.7259999998 5915902.9668, 132779.5291999998 5915894.361)"
3809,16088,131457,15877,,"LINESTRING (132779.5291999998 5915894.361, 132764.0559999999 5915993.2202)"
3810,15857,15860,16158,,"LINESTRING (133556.9883000003 5915955.1209, 133561.4713000003 5915917.7712)"
3811,13619,15857,16159,,"LINESTRING (133553.8804000001 5915975.5156, 133556.9883000003 5915955.1209)"
3812,16549,15522,16876,,"LINESTRING (133744.2426000005 5916199.3883, 133741.7046999997 5916128.7295)"
3813,14321,15386,16757,,"LINESTRING (133405.1242000004 5916157.5202, 133407.9954000004 5916136.7674)"
3814,15382,14323,17095,,"LINESTRING (133531.6398999998 5916197.2347, 133530.2476000004 5916136.0577)"
3815,15380,14322,17096,,"LINESTRING (133469.2777000004 5916213.2886, 133467.0897000004 5916140.6673)"
3816,15379,14321,17097,,"LINESTRING (133407.1333999997 5916229.2814, 133405.1242000004 5916157.5202)"
3817,15377,14320,17098,,"LINESTRING (133345.1414000001 5916245.321, 133341.8266000003 5916167.9884)"
3818,15520,16549,17391,,"LINESTRING (133801.4527000003 5916200.9179, 133744.2426000005 5916199.3883)"
3819,15519,15520,17392,,"LINESTRING (133869.4877000004 5916197.5266, 133801.4527000003 5916200.9179)"
3820,15521,15520,17393,,"LINESTRING (133800.8962000003 5916168.1938, 133801.4527000003 5916200.9179)"
3821,15513,15512,16629,,"LINESTRING (133990.0324999997 5916121.7264, 133989.3738000002 5916102.5622, 133992.7783000004 5916095.5328, 133991.3556000004 5916065.7961)"
3823,15391,15390,15637,,"LINESTRING (134103.7264999999 5916004.9897, 134150.0961999996 5916001.2493)"
3824,13880,13622,14874,,"LINESTRING (133964.7271999996 5915846.7579, 134017.6635999996 5915845.6413)"
3825,15515,15516,15384,,"LINESTRING (133915.4583999999 5916106.6987, 133864.3383999998 5916109.1892)"
3826,15375,15384,14772,,"LINESTRING (133283.3676000005 5916261.4291, 133280.6823000005 5916163.8243)"
3827,16087,16088,15702,,"LINESTRING (132794.2515000002 5915798.0571, 132779.5291999998 5915894.361)"
3828,15392,15391,15063,,"LINESTRING (134069.0690000001 5916007.6591, 134103.7264999999 5916004.9897)"
3829,14851,15391,15064,,"LINESTRING (134107.4999000002 5916061.0428, 134103.7264999999 5916004.9897)"
3830,14849,15390,15065,,"LINESTRING (134156.0255000005 5916074.2447, 134150.0961999996 5916001.2493)"
3831,14052,15512,15265,,"LINESTRING (134036.3017999995 5916063.7135, 133991.3556000004 5916065.7961)"
3832,16635,15516,15267,,"LINESTRING (133868.9435000001 5916190.6594, 133864.3383999998 5916109.1892)"
3833,15517,15516,15269,,"LINESTRING (133812.432 5916111.4175, 133864.3383999998 5916109.1892)"
3834,14322,15387,16756,,"LINESTRING (133467.0897000004 5916140.6673, 133470.0296 5916121.236)"
3835,14320,15385,16758,,"LINESTRING (133341.8266000003 5916167.9884, 133345.2046999997 5916142.379)"
3836,14850,14851,16128,,"LINESTRING (134110.9020999996 5916101.532, 134107.4999000002 5916061.0428)"
3837,131452,12985,143596,,"LINESTRING (132752.2268000003 5916095.1478, 132759.2991000004 5916047.342)"
3838,131456,131457,143599,,"LINESTRING (132769.4806000004 5915993.5982, 132764.0559999999 5915993.2202)"
3839,12991,14983,143619,,"LINESTRING (132992.7865000004 5915859.8698, 132994.2651000004 5915871.2275)"
3840,15498,15497,14865,,"LINESTRING (134218.3205000004 5915723.8532, 134234.4301000005 5915777.9084)"
3841,15496,15498,14866,,"LINESTRING (134201.6478000004 5915656.9905, 134218.3205000004 5915723.8532)"
3842,15497,14338,14698,,"LINESTRING (134234.4301000005 5915777.9084, 134243.2620999999 5915849.2108)"
3843,14941,16038,15713,,"LINESTRING (132648.9291000003 5916146.1405, 132658.2342999997 5916052.5596)"
3844,16038,14942,16885,,"LINESTRING (132658.2342999997 5916052.5596, 132713.0148 5916059.9778)"
3845,13864,13865,17435,,"LINESTRING (132969.2158000004 5916047.8411, 132863.3931999998 5916031.8835)"
3846,117848,13608,17114,,"LINESTRING (132863.7339000003 5916042.8485, 132812.7408999996 5916035.1386)"
3847,13865,16096,16708,,"LINESTRING (132863.3931999998 5916031.8835, 132814.2357000001 5916024.5291)"
3848,12986,12985,17386,,"LINESTRING (132814.7745000003 5916054.2738, 132794.1147999996 5916051.9259, 132759.2991000004 5916047.342)"
3849,12988,12987,18389,,"LINESTRING (132956.9945999999 5916061.5174, 132883.9885999998 5916062.8317)"
3850,12987,12986,18390,,"LINESTRING (132883.9885999998 5916062.8317, 132814.7745000003 5916054.2738)"
3851,117847,117848,128535,,"LINESTRING (132973.1553999996 5916056.8607, 132863.7339000003 5916042.8485)"
3852,131378,15399,143516,,"LINESTRING (134254.9232999999 5915986.1746, 134261.1513 5915973.3735)"
3853,14045,117842,128529,,"LINESTRING (134166.8854 5915975.7981, 134137.9725000001 5915978.0826)"
3854,15361,13864,16709,,"LINESTRING (133024.3153999997 5916046.8685, 132969.2158000004 5916047.8411)"
3855,15531,15532,15252,,"LINESTRING (133467.0937000001 5916031.8006, 133403.6119999997 5916033.8842)"
3856,16195,16198,18410,,"LINESTRING (133002.7585000005 5915715.0717, 133013.4557999996 5915714.5492)"
3857,16226,16225,18330,,"LINESTRING (133908.6769000003 5915930.4799, 133905.1913000001 5915984.2782)"
3858,12994,12993,18383,,"LINESTRING (133031.0939999996 5915633.6122, 133014.4060000004 5915745.526)"
3859,15399,1003914,13483,,"LINESTRING (134261.1513 5915973.3735, 134273.2470000004 5915972.1277, 134272.6763000004 5915964.0812, 134267.8819000004 5915964.6313)"
3860,131381,14045,143517,,"LINESTRING (134167.5475000003 5915968.7217, 134166.8854 5915975.7981)"
3861,15526,14848,14769,,"LINESTRING (133860.1756999996 5916003.9365, 133959.6090000002 5915999.0484)"
3862,13600,13601,15986,,"LINESTRING (133466.9471000005 5916043.2323, 133403.7944 5916045.4215)"
3863,14038,14983,14638,,"LINESTRING (133081.0153000001 5915867.4175, 132994.2651000004 5915871.2275)"
3864,13596,13597,15982,,"LINESTRING (133633.2297999999 5916021.0756, 133611.5953000002 5916026.5523)"
3865,15512,15518,16654,,"LINESTRING (133991.3556000004 5916065.7961, 133981.3548999997 5916064.4626, 133970.9198000003 5916060.2419, 133963.2828000002 5916059.6534, 133921.966 5916061.1679, 133912.7933999998 5916066.789, 133861.6053999998 5916067.5416)"
3866,15012,15518,16123,,"LINESTRING (133813.2199999997 5916069.7591, 133861.6053999998 5916067.5416)"
3867,15011,15526,16124,,"LINESTRING (133780.7495999997 5916006.701, 133860.1756999996 5916003.9365)"
3868,15918,15012,18343,,"LINESTRING (133769.9198000003 5916067.4891, 133813.2199999997 5916069.7591)"
3869,131395,13593,143529,,"LINESTRING (133776.8973000003 5915991.3821, 133778.3997999998 5915996.6544)"
3870,16198,16197,16657,,"LINESTRING (133013.4557999996 5915714.5492, 133008.7670999998 5915746.2494)"
3872,13593,13594,16872,,"LINESTRING (133778.3997999998 5915996.6544, 133723.1398999998 5915999.2836)"
3873,16225,16224,18329,,"LINESTRING (133905.1913000001 5915984.2782, 133929.8229999999 5915984.8187)"
3874,13602,13603,15987,,"LINESTRING (133341.2171999998 5916047.2843, 133276.7403999995 5916049.1859)"
3875,15788,15789,14636,,"LINESTRING (133168.6705999998 5915864.9276, 133138.2604999999 5915865.4586)"
3876,12989,12988,18388,,"LINESTRING (132974.0422 5915998.6904, 132956.9945999999 5916061.5174)"
3877,13589,13590,17256,,"LINESTRING (134118.9869999997 5915979.4313, 134050.4345000004 5915984.9481)"
3878,12993,12992,18384,,"LINESTRING (133014.4060000004 5915745.526, 132999.4173999997 5915846.0437)"
3879,13590,13591,17018,,"LINESTRING (134050.4345000004 5915984.9481, 133958.1525999997 5915990.5717)"
3880,15530,15531,15366,,"LINESTRING (133530.8449999997 5916030.0343, 133467.0937000001 5916031.8006)"
3881,15790,13737,15698,,"LINESTRING (132983.5734000001 5915905.7978, 132992.4807000002 5915846.4368)"
3883,15533,15534,15250,,"LINESTRING (133340.4228999997 5916036.3534, 133276.7955 5916038.4414)"
3884,131397,13597,143532,,"LINESTRING (133616.9340000004 5916026.2482, 133611.5953000002 5916026.5523)"
3886,14040,16198,18407,,"LINESTRING (133016.5745000001 5915692.1123, 133013.4557999996 5915714.5492)"
3887,117842,13589,128530,,"LINESTRING (134137.9725000001 5915978.0826, 134118.9869999997 5915979.4313)"
3888,15776,15775,152498,,"LINESTRING (134064.7764999997 5915846.6968, 134109.2363 5915843.5108)"
3889,139952,131382,152499,,"LINESTRING (134052.7100999998 5915927.5206, 134045.4332999997 5915981.7698)"
3891,1003914,13587,17253,,"LINESTRING (134267.8819000004 5915964.6313, 134268.1394999996 5915968.6751, 134259.9846999999 5915969.6883)"
3892,13587,13588,17254,,"LINESTRING (134259.9846999999 5915969.6883, 134186.1262999997 5915974.7307)"
3893,14338,15399,17078,,"LINESTRING (134243.2620999999 5915849.2108, 134261.1513 5915973.3735)"
3894,15004,1003950,17079,Terminal,"LINESTRING (134264.8380000005 5916064.6139, 134267.3733999999 5916107.8831)"
3896,13622,15776,14875,,"LINESTRING (134017.6635999996 5915845.6413, 134064.7764999997 5915846.6968)"
3898,13588,14045,17255,,"LINESTRING (134186.1262999997 5915974.7307, 134166.8854 5915975.7981)"
3899,16218,13622,18321,,"LINESTRING (134033.5307999998 5915744.8995, 134017.6635999996 5915845.6413)"
3900,15514,15513,15266,,"LINESTRING (134018.9453999996 5916120.2182, 133990.0324999997 5916121.7264)"
3901,16272,13727,15268,,"LINESTRING (133982.1487999996 5916156.8963, 133916.6673999997 5916187.3478)"
3902,13728,13605,14778,,"LINESTRING (133151.1567000002 5916103.1145, 133146.3760000002 5916053.6111)"
3903,15180,14845,15694,,"LINESTRING (132944.6189999999 5915965.5402, 132978.517 5915970.7185)"
3904,13594,13595,16873,,"LINESTRING (133723.1398999998 5915999.2836, 133645.5744000003 5915998.3597)"
3905,15845,15846,15537,,"LINESTRING (133699.2998000002 5915782.071, 133697.2268000003 5915794.4542)"
3906,13606,117846,15025,,"LINESTRING (133085.7801999999 5916053.0545, 133024.3556000004 5916057.5061)"
3907,15388,13599,13453,,"LINESTRING (133532.9989999998 5916117.9436, 133531.4774000002 5916049.608, 133531.0324999997 5916041.4967)"
3908,13595,13596,15981,,"LINESTRING (133645.5744000003 5915998.3597, 133633.2297999999 5916021.0756)"
3909,15523,15524,13449,,"LINESTRING (133730.6421999997 5916075.5234, 133672.0061999997 5916077.9118)"
3910,15525,15524,13450,,"LINESTRING (133676.4984999998 5916195.6551, 133672.0061999997 5916077.9118)"
3911,15524,15528,13451,,"LINESTRING (133672.0061999997 5916077.9118, 133633.1651999997 5916059.9262)"
3912,15381,15382,13454,,"LINESTRING (133503.0044999998 5916205.0789, 133531.6398999998 5916197.2347)"
3913,15383,15380,13455,,"LINESTRING (133442.9161 5916220.5768, 133469.2777000004 5916213.2886)"
3914,15378,15379,13456,,"LINESTRING (133382.9822000004 5916235.552, 133407.1333999997 5916229.2814)"
3915,13621,13880,15417,,"LINESTRING (133955.9736000001 5915912.1385, 133964.7271999996 5915846.7579)"
3916,15895,15901,14854,,"LINESTRING (132646.6421999997 5915726.4271, 132662.4428000003 5915628.3026)"
3917,15812,15809,14862,,"LINESTRING (133931.3846000005 5915689.7406, 133908.4589999998 5915690.7195)"
3918,13879,15779,14870,,"LINESTRING (133744.9709999999 5915852.0476, 133687.7805000003 5915853.3619)"
3919,15778,13879,14871,,"LINESTRING (133856.3485000003 5915849.1656, 133801.6810999997 5915850.7309, 133744.9709999999 5915852.0476)"
3920,15777,15778,14872,,"LINESTRING (133910.1700999998 5915847.811, 133856.3485000003 5915849.1656)"
3922,15782,15783,16317,,"LINESTRING (133468.2372000003 5915858.141, 133412.5722000003 5915858.8455)"
3923,15376,15377,14771,,"LINESTRING (133311.1727 5916254.4214, 133345.1414000001 5916245.321)"
3924,15374,15375,14779,,"LINESTRING (133249.2616999997 5916270.7809, 133283.3676000005 5916261.4291)"
